index	file	func	line	func_pretty	is_kernel	op
0	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	0	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fdiv
1	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	219	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fdiv
2	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	220	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fdiv
3	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	223	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fadd
4	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	224	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fdiv
5	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	227	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fdiv
6	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	229	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fdiv
7	/opt/rocm-7.2.4/lib/llvm/lib/clang/22/include/__clang_hip_math.h	_Z10kernel_camdPdS_iS_iS_id	1028	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fsub
8	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	276	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fmul
9	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	277	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fmul
10	tests/amd/benchmarks/rodinia/myocyte/kernel_cam.cu	_Z10kernel_camdPdS_iS_iS_id	280	kernel_cam(double, double*, double*, int, double*, int, double*, int, double)	0	fsub
